Battle,belligerent,pos,Result,VorD
Battle_of_Lugou_Bridge,Kanichiro Tashiro,R,"Tactical Chinese victory

Japanese attack repulsed[1]
Beginning of the full scale invasion of China in the Second Sino-Japanese War",D
Battle_of_Beiping-Tianjin,Kanichiro Tashiro,L,Japanese victory,V
Battle_of_Beiping-Tianjin,Kiyoshi Katsuki,L,Japanese victory,V
Battle_of_Beiping-Tianjin,Song Zheyuan,R,Japanese victory,D
Battle_of_Shanghai_(1937),Chiang Kai-shek,L,Japanese victory,D
Battle_of_Shanghai_(1937),Feng Yuxiang,L,Japanese victory,D
Battle_of_Shanghai_(1937),Chen Cheng,L,Japanese victory,D
Battle_of_Shanghai_(1937),Zhang Zhizhong,L,Japanese victory,D
Battle_of_Shanghai_(1937),Heisuke Yanagawa,R,Japanese victory,V
Battle_of_Shanghai_(1937),Iwane Matsui,R,Japanese victory,V
Battle_of_Shanghai_(1937),Kiyoshi Hasegawa (admiral),R,Japanese victory,V
Battle_of_El_Mazuco,Juan Ibarrola,L,Nationalist victory,D
Battle_of_El_Mazuco,Francisco Galán Rodríguez,L,Nationalist victory,D
Battle_of_El_Mazuco,José Solchaga,R,Nationalist victory,V
Battle_of_Pingxingguan,Lin Biao,L,Chinese victory,V
Battle_of_Pingxingguan,Zhu De,L,Chinese victory,V
Battle_of_Pingxingguan,Seishirō Itagaki,R,Chinese victory,D
Battle_of_Xinkou,Yan Xishan,L,Decisive Japanese victory,D
Battle_of_Xinkou,Wei Lihuang,L,Decisive Japanese victory,D
Battle_of_Xinkou,Zhu De,L,Decisive Japanese victory,D
Battle_of_Xinkou,Seishirō Itagaki,R,Decisive Japanese victory,V
Battle_of_Taiyuan,Yan Xishan,L,Japanese victory,D
Battle_of_Taiyuan,Wei Lihuang,L,Japanese victory,D
Battle_of_Taiyuan,Zhu De,L,Japanese victory,D
Battle_of_Taiyuan,Fu Zuoyi,L,Japanese victory,D
Battle_of_Taiyuan,Rensuke Isogai,R,Japanese victory,V
Battle_of_Taiyuan,Seishirō Itagaki,R,Japanese victory,V
Battle_of_Taiyuan,Demchugdongrub,R,Japanese victory,V
Battle_of_Nanjing,Tang Shengzhi,L,"Japanese victory
Fall of Nanking
Nanking Massacre",D
Battle_of_Nanjing,Iwane Matsui,R,"Japanese victory
Fall of Nanking
Nanking Massacre",V
Battle_of_Cape_Palos,Luis González de Ubieta,L,Republican victory,V
Battle_of_Cape_Palos,Manuel de Vierna y Belando,R,Republican victory,D
Battle_of_Xuzhou,Li Zongren,L,"Japanese strategic victory
Successful Chinese breakthrough[1]",D
Battle_of_Xuzhou,Bai Chongxi,L,"Japanese strategic victory
Successful Chinese breakthrough[1]",D
Battle_of_Xuzhou,Pang Bingxun,L,"Japanese strategic victory
Successful Chinese breakthrough[1]",D
Battle_of_Xuzhou,Sun Lianzhong,L,"Japanese strategic victory
Successful Chinese breakthrough[1]",D
Battle_of_Xuzhou,Sun Zhen,L,"Japanese strategic victory
Successful Chinese breakthrough[1]",D
Battle_of_Xuzhou,Tang Enbo,L,"Japanese strategic victory
Successful Chinese breakthrough[1]",D
Battle_of_Xuzhou,Wang Mingzhang,L,"Japanese strategic victory
Successful Chinese breakthrough[1]",D
Battle_of_Xuzhou,Zhang Zizhong,L,"Japanese strategic victory
Successful Chinese breakthrough[1]",D
Battle_of_Xuzhou,Rensuke Isogai,R,"Japanese strategic victory
Successful Chinese breakthrough[1]",V
Battle_of_Xuzhou,Seishirō Itagaki,R,"Japanese strategic victory
Successful Chinese breakthrough[1]",V
Battle_of_Tai_er_zhuang,Li Zongren,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Han Fuju,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Pang Bingxun,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Sun Lianzhong,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Han Deqin,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Bai Chongxi,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Sun Zhen,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Tang Enbo,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Wang Mingzhang,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Zhang Zizhong,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Guan Linzheng,L,Chinese victory,V
Battle_of_Tai_er_zhuang,Rensuke Isogai,R,Chinese victory,D
Battle_of_Tai_er_zhuang,Seishirō Itagaki,R,Chinese victory,D
Battle_of_Tai_er_zhuang,Rippei Ogisu,R,Chinese victory,D
Battle_of_Wuhan,Chiang Kai-shek,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Chen Cheng,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Bai Chongxi,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Xue Yue,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Wu Qiwei,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Zhang Fakui,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Wang Jingjiu,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Ou Zhen,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Li Zongren,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Sun Lianzhong,L,"Japanese tactical victory
Chinese strategic victory",D
Battle_of_Wuhan,Prince Kan'in Kotohito,R,"Japanese tactical victory
Chinese strategic victory",V
Battle_of_Wuhan,Yasuji Okamura,R,"Japanese tactical victory
Chinese strategic victory",V
Battle_of_Wuhan,Shunroku Hata,R,"Japanese tactical victory
Chinese strategic victory",V
Battle_of_Wuhan,Prince Naruhiko Higashikuni,R,"Japanese tactical victory
Chinese strategic victory",V
Battle_of_Wuhan,Shizuichi Tanaka,R,"Japanese tactical victory
Chinese strategic victory",V
Battle_of_Wuhan,Kesago Nakajima,R,"Japanese tactical victory
Chinese strategic victory",V
Battle_of_the_Ebro,Vicente Rojo Lluch,L,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",D
Battle_of_the_Ebro,Juan Modesto,L,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",D
Battle_of_the_Ebro,Enrique Líster,L,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",D
Battle_of_the_Ebro,Etelvino Vega,L,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",D
Battle_of_the_Ebro,Manuel Tagüeña,L,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",D
Battle_of_the_Ebro,Fidel Dávila Arrondo,R,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",V
Battle_of_the_Ebro,Francisco Franco,R,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",V
Battle_of_the_Ebro,Juan Yagüe,R,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",V
Battle_of_the_Ebro,Rafael García Valiño,R,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",V
Battle_of_the_Ebro,Fernando Barron,R,"Decisive Nationalist victory
territory loyal to the Spanish Republic split in two; backbone of the Republican Army broken",V
Battle_of_Lake_Khasan,Vasily Blyukher,L,"Stalemate, ceasefire[3]",I
Battle_of_Lake_Khasan,Nikolai Berzarin,L,"Stalemate, ceasefire[3]",I
Battle_of_Lake_Khasan,Grigori Shtern,L,"Stalemate, ceasefire[3]",I
Battle_of_Lake_Khasan,Kōtoku Satō,R,"Stalemate, ceasefire[3]",I
Battle_of_Nanchang,Xue Yue,L,Japanese victory,D
Battle_of_Nanchang,Yasuji Okamura,R,Japanese victory,V
Battle_of_Suixian-Zaoyang,Li Zongren,L,Chinese victory,V
Battle_of_Suixian-Zaoyang,Yasuji Okamura,R,Chinese victory,D
Battle_of_Khalkhin_Gol,Grigori Shtern,L,"Soviet and Mongolian victory

Japanese attack halted
Ceasefire agreement signed",V
Battle_of_Khalkhin_Gol,Georgy Zhukov,L,"Soviet and Mongolian victory

Japanese attack halted
Ceasefire agreement signed",V
Battle_of_Khalkhin_Gol,Yakov Smushkevich,L,"Soviet and Mongolian victory

Japanese attack halted
Ceasefire agreement signed",V
Battle_of_Khalkhin_Gol,Khorloogiin Choibalsan,L,"Soviet and Mongolian victory

Japanese attack halted
Ceasefire agreement signed",V
Battle_of_Khalkhin_Gol,Michitarō Komatsubara,R,"Soviet and Mongolian victory

Japanese attack halted
Ceasefire agreement signed",D
Battle_of_Khalkhin_Gol,Masaomi Yasuoka,R,"Soviet and Mongolian victory

Japanese attack halted
Ceasefire agreement signed",D
Battle_of_Khalkhin_Gol,Kōtoku Satō,R,"Soviet and Mongolian victory

Japanese attack halted
Ceasefire agreement signed",D
Invasion_of_Poland_(1939),Fedor von Bock,L,"Decisive German and Soviet victory

Beginning of World War II",V
Invasion_of_Poland_(1939),Army Group North,L,"Decisive German and Soviet victory

Beginning of World War II",V
Invasion_of_Poland_(1939),Gerd von Rundstedt,L,"Decisive German and Soviet victory

Beginning of World War II",V
Invasion_of_Poland_(1939),Army Group South,L,"Decisive German and Soviet victory

Beginning of World War II",V
Invasion_of_Poland_(1939),Ferdinand Čatloš,L,"Decisive German and Soviet victory

Beginning of World War II",V
Invasion_of_Poland_(1939),Field Army Bernolák,L,"Decisive German and Soviet victory

Beginning of World War II",V
Invasion_of_Poland_(1939),Mikhail Kovalyov,L,"Decisive German and Soviet victory

Beginning of World War II",V
Invasion_of_Poland_(1939),Soviet order of battle for invasion of Poland in 1939,L,"Decisive German and Soviet victory

Beginning of World War II",V
Invasion_of_Poland_(1939),Semyon Timoshenko,L,"Decisive German and Soviet victory

Beginning of World War II",V
Invasion_of_Poland_(1939),Edward Rydz-Śmigły,R,"Decisive German and Soviet victory

Beginning of World War II",D
Invasion_of_Poland_(1939),Marshal of Poland,R,"Decisive German and Soviet victory

Beginning of World War II",D
Invasion_of_Poland_(1939),Wacław Stachiewicz,R,"Decisive German and Soviet victory

Beginning of World War II",D
Invasion_of_Poland_(1939),Polish General Staff,R,"Decisive German and Soviet victory

Beginning of World War II",D
Invasion_of_Poland_(1939),Tadeusz Kutrzeba,R,"Decisive German and Soviet victory

Beginning of World War II",D
Invasion_of_Poland_(1939),Poznań Army,R,"Decisive German and Soviet victory

Beginning of World War II",D
Invasion_of_Poland_(1939),Juliusz Rómmel,R,"Decisive German and Soviet victory

Beginning of World War II",D
Invasion_of_Poland_(1939),Łódź Army,R,"Decisive German and Soviet victory

Beginning of World War II",D
Invasion_of_Poland_(1939),Warszawa Army,R,"Decisive German and Soviet victory

Beginning of World War II",D
Battle_of_the_Bzura_River,Gerd von Rundstedt,L,"German victory

Destruction of Armies Poznań and Pomorze",V
Battle_of_the_Bzura_River,Johannes Blaskowitz,L,"German victory

Destruction of Armies Poznań and Pomorze",V
Battle_of_the_Bzura_River,Walther von Reichenau,L,"German victory

Destruction of Armies Poznań and Pomorze",V
Battle_of_the_Bzura_River,Günther von Kluge,L,"German victory

Destruction of Armies Poznań and Pomorze",V
Battle_of_the_Bzura_River,Erich Hoepner,L,"German victory

Destruction of Armies Poznań and Pomorze",V
Battle_of_the_Bzura_River,Tadeusz Kutrzeba,R,"German victory

Destruction of Armies Poznań and Pomorze",D
Battle_of_the_Bzura_River,Władysław Bortnowski,R,"German victory

Destruction of Armies Poznań and Pomorze",D
Battle_of_the_Bzura_River,Edmund Knoll-Kownacki,R,"German victory

Destruction of Armies Poznań and Pomorze",D
Battle_of_the_Bzura_River,Mikołaj Bołtuć,R,"German victory

Destruction of Armies Poznań and Pomorze",D
Battle_of_the_Bzura_River,Roman Abraham,R,"German victory

Destruction of Armies Poznań and Pomorze",D
Battle_of_Hel,Friedrich-Georg Eberhardt,L,German victory,V
Battle_of_Hel,Józef Unrug,R,German victory,D
Battle_of_Hel,Włodzimierz Steyer,R,German victory,D
Battle_of_Hel,Adam Mohuczy,R,German victory,D
Battle_of_Tomaszów_Lubelski,Leonard Wecker,L,German victory,V
Battle_of_Tomaszów_Lubelski,Wilhelm List,L,German victory,V
Battle_of_Tomaszów_Lubelski,Walther von Reichenau,L,German victory,V
Battle_of_Tomaszów_Lubelski,Paul Ludwig Ewald von Kleist,L,German victory,V
Battle_of_Tomaszów_Lubelski,Ernst Busch (field marshal),L,German victory,V
Battle_of_Tomaszów_Lubelski,Antoni Szylling,R,German victory,D
Battle_of_Tomaszów_Lubelski,Tadeusz Piskor,R,German victory,D
Battle_of_Tomaszów_Lubelski,Stefan Dąb-Biernacki,R,German victory,D
Battle_of_Tomaszów_Lubelski,Emil Krukowicz-Przedrzymirski,R,German victory,D
Battle_of_Tomaszów_Lubelski,Władysław Anders,R,German victory,D
Battle_of_Warsaw_(1939),Johannes Blaskowitz,L,"Decisive German victory, Nazi occupation of Warsaw until 1945.",V
Battle_of_Warsaw_(1939),Georg von Küchler,L,"Decisive German victory, Nazi occupation of Warsaw until 1945.",V
Battle_of_Warsaw_(1939),Werner von Fritsch,L,"Decisive German victory, Nazi occupation of Warsaw until 1945.",V
Battle_of_Warsaw_(1939),Walerian Czuma,R,"Decisive German victory, Nazi occupation of Warsaw until 1945.",D
Battle_of_Warsaw_(1939),Juliusz Zulauf,R,"Decisive German victory, Nazi occupation of Warsaw until 1945.",D
Battle_of_Warsaw_(1939),Juliusz Rómmel,R,"Decisive German victory, Nazi occupation of Warsaw until 1945.",D
Battle_of_Warsaw_(1939),Marian Porwit,R,"Decisive German victory, Nazi occupation of Warsaw until 1945.",D
Battle_of_Warsaw_(1939),Tadeusz Kutrzeba,R,"Decisive German victory, Nazi occupation of Warsaw until 1945.",D
Battle_of_Changsha_(1939),Chen Cheng,L,Chinese victory,V
Battle_of_Changsha_(1939),Xue Yue,L,Chinese victory,V
Battle_of_Changsha_(1939),Guan Linzheng,L,Chinese victory,V
Battle_of_Changsha_(1939),Yang Sen,L,Chinese victory,V
Battle_of_Changsha_(1939),Yasuji Okamura,R,Chinese victory,D
Battle_of_Changsha_(1939),Ryotaro Nakai,R,Chinese victory,D
Battle_of_Changsha_(1939),Shiro Inaba,R,Chinese victory,D
Battle_of_Changsha_(1939),Shizuichi Tanaka,R,Chinese victory,D
Battle_of_Changsha_(1939),Shigetaro Amakasu,R,Chinese victory,D
Battle_of_Kock_(1939),Franciszek Kleeberg,L,"Polish tactical victory
German strategic victory",V
Battle_of_Kock_(1939),Gustav Anton von Wietersheim,R,"Polish tactical victory
German strategic victory",D
Battle_of_Tolvajärvi,Paavo Talvela,L,Finnish victory,V
Battle_of_Tolvajärvi,Aaro Pajari,L,Finnish victory,V
Battle_of_Tolvajärvi,Nikolai Ivanovich Belyaev,R,Finnish victory,D
Battle_of_Suomussalmi,Hjalmar Siilasvuo,L,Finnish victory,V
Battle_of_Suomussalmi,Alexei Vinogradov,R,Finnish victory,D
Battle_of_the_River_Plate,Hans Langsdorff,L,Decisive British victory[1],D
Battle_of_the_River_Plate,Henry Harwood,R,Decisive British victory[1],V
Battle_of_Summa,Harald Öhquist,L,"First battle in December: Finnish defensive victory
Second battle in February: Soviet victory, overrunning the Mannerheim Line",V
Battle_of_Summa,Carl Gustaf Emil Mannerheim,L,"First battle in December: Finnish defensive victory
Second battle in February: Soviet victory, overrunning the Mannerheim Line",V
Battle_of_Summa,Semyon Timoshenko,R,"First battle in December: Finnish defensive victory
Second battle in February: Soviet victory, overrunning the Mannerheim Line",D
Battle_of_South_Henan,Li Zongren,L,Chinese victory,V
Battle_of_South_Henan,Waichirō Sonobe,R,Chinese victory,D
Battle_of_Honkaniemi,Voldemar Oinonen,L,Soviet victory,D
Battle_of_Salla_(1939),Kurt Martti Wallenius,L,Inconclusive,I
Battle_of_Salla_(1939),Ernst Linder,L,Inconclusive,I
Battle_of_Petsamo_(1939),Antti Pennanen,L,Soviet advance,D
Battle_of_Petsamo_(1939),Kirill Meretskov,R,Soviet advance,V
Battle_of_Drøbak_Sound,Birger Eriksen,L,"Decisive Norwegian victory

German invasion force delayed
Flight of the Storting, Royal Family, and gold reserve",V
Battle_of_Drøbak_Sound,Oskar Kummetz,R,"Decisive Norwegian victory

German invasion force delayed
Flight of the Storting, Royal Family, and gold reserve",D
Battle_of_Drøbak_Sound,August Thiele,R,"Decisive Norwegian victory

German invasion force delayed
Flight of the Storting, Royal Family, and gold reserve",D
Battle_of_Midtskogen,Olaf Helset,L,Norwegian victory,V
Battle_of_Midtskogen,Oliver Møystad,L,Norwegian victory,V
Battle_of_Midtskogen,Eberhard Spiller,R,Norwegian victory,D
Battle_of_Dombås,Ivar Navelsaker,L,"Norwegian tactical victory

German Fallschirmjäger company blocks the north-south and west-east rail and road systems for five days before surrendering",V
Battle_of_Dombås,Arne Sunde,L,"Norwegian tactical victory

German Fallschirmjäger company blocks the north-south and west-east rail and road systems for five days before surrendering",V
Battle_of_Narvik,Per Askim,L,German victory,D
Battle_of_Narvik,Odd Isaachsen Willoch,L,German victory,D
Battle_of_Narvik,Friedrich Bonte,R,German victory,V
Battle_of_Narvik,Eduard Dietl,R,German victory,V
Battle_at_the_Afsluitdijk,Christiaan Boers,L,Dutch victory,V
Battle_at_the_Afsluitdijk,Kurt Feldt,R,Dutch victory,D
Battle_of_France,Walther von Brauchitsch,L,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",V
Battle_of_France,Gerd von Rundstedt,L,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",V
Battle_of_France,Fedor von Bock,L,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",V
Battle_of_France,Wilhelm Ritter von Leeb,L,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",V
Battle_of_France,Albert Kesselring,L,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",V
Battle_of_France,Hugo Sperrle,L,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",V
Battle_of_France,Umberto II of Italy,L,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",V
Battle_of_France,Maurice Gamelin,R,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",D
Battle_of_France,Alphonse Joseph Georges,R,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",D
Battle_of_France,Maxime Weygand,R,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",D
Battle_of_France,Leopold III of Belgium,R,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",D
Battle_of_France,"John Vereker, 6th Viscount Gort",R,"Decisive Axis victory

Creation of the Axis puppet state Vichy regime in Southern France
Creation of Free France
Beginning of guerrilla warfare by French Resistance cells
Japanese occupation of French Indochina",D
