,Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special
5500,Battle_of_Kagul,1 August 1770 (21 July at Julian Calendar),"Kagul River, southern Moldavia",Decisive Russian victory,Ivazzade Halil Pasha,"35,000[1]-42,000,[2] 118 guns[3]","Ottoman: 75,000,[2] of them 50,000 infantry
Tatar: 80,000-100,000 cavalry[3]
150,000-175,000 total",R,D,162500.0,,,,,
5501,Battle_of_Kagul,1 August 1770 (21 July at Julian Calendar),"Kagul River, southern Moldavia",Decisive Russian victory,Pyotr Rumyantsev,"Ottoman: 75,000,[2] of them 50,000 infantry
Tatar: 80,000-100,000 cavalry[3]
150,000-175,000 total","35,000[1]-42,000,[2] 118 guns[3]",L,V,38500.0,,118.0,,,
5502,Battle_of_Kaiserslautern,28–30 November 1793,"Kaiserslautern, present-day Germany",Prussian–Saxon victory,Lazare Hoche,"26,000","36,000",R,D,36000.0,,,,,
5503,Battle_of_Kaiserslautern,28–30 November 1793,"Kaiserslautern, present-day Germany",Prussian–Saxon victory,"Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel","36,000","26,000",L,V,26000.0,,,,,
5504,Battle_of_Kalamata,22 March 1821,"Kalamata, Greece","Capture of the city by the Greeks, creation of the Messenian Senate",Petrobey Mavromichalis,"2,500 irregulars","2,500 irregulars",L,V,2500.0,,,,,
5505,Battle_of_Kalimantsi,"July 18-July 19, 1913 (N.S.)[1]
(5-6 July in O.S.)",Kalimanci (present-day Republic of Macedonia),Bulgarian victory,Mihail Savov,"3rd Serbian Army and
 a Montenegrin division[1]",4th and 5th Armies[1],L,D,1.0,,,,,
5506,Battle_of_Kalimantsi,"July 18-July 19, 1913 (N.S.)[1]
(5-6 July in O.S.)",Kalimanci (present-day Republic of Macedonia),Bulgarian victory,Vicho Dikov,"3rd Serbian Army and
 a Montenegrin division[1]",4th and 5th Armies[1],L,D,1.0,,,,,
5507,Battle_of_Kalimantsi,"July 18-July 19, 1913 (N.S.)[1]
(5-6 July in O.S.)",Kalimanci (present-day Republic of Macedonia),Bulgarian victory,Božidar Janković,4th and 5th Armies[1],"3rd Serbian Army and
 a Montenegrin division[1]",R,V,1.0,,,,,
5508,Battle_of_Kallo,"June 20, 1638","Kallo near Antwerp, Spanish Netherlands
(present-day Belgium)",Decisive Spanish victory[1][2],William of Nassau-Hilchenbach,"8,000 soldiers[5]","22,000 soldiers[3]
(6,000 engaged)[4]",L,V,22000.0,,,,,
5509,Battle_of_Kallo,"June 20, 1638","Kallo near Antwerp, Spanish Netherlands
(present-day Belgium)",Decisive Spanish victory[1][2],Cardinal-Infante Ferdinand of Austria,"22,000 soldiers[3]
(6,000 engaged)[4]","8,000 soldiers[5]",R,D,8000.0,,,,,
5510,Battle_of_Kambula,29 March 1879,"Kambula, South Africa
27°41′34″S 30°40′22″E﻿ / ﻿27.692893907°S 30.672702398°E﻿ / -27.692893907; 30.672702398Coordinates: 27°41′34″S 30°40′22″E﻿ / ﻿27.692893907°S 30.672702398°E﻿ / -27.692893907; 30.672702398",Decisive British victory,Mnyamana kaNgqengelele,"2,086[2]
180 African auxiliaries
6 cannon","20,000[3]",R,D,20000.0,,,,,
5511,Battle_of_Kambula,29 March 1879,"Kambula, South Africa
27°41′34″S 30°40′22″E﻿ / ﻿27.692893907°S 30.672702398°E﻿ / -27.692893907; 30.672702398Coordinates: 27°41′34″S 30°40′22″E﻿ / ﻿27.692893907°S 30.672702398°E﻿ / -27.692893907; 30.672702398",Decisive British victory,Evelyn Wood (British Army officer),"20,000[3]","2,086[2]
180 African auxiliaries
6 cannon",L,V,2086.0,,,6.0,,
5512,Battle_of_Kandahar,1 September 1880,"Kandahar, Afghanistan",Decisive British victory,Ayub Khan (Emir of Afghanistan),"10,000 troops
32 guns[1]","13,000 regular troops and tribesmen
32 guns[1]",R,D,13000.0,,32.0,,,
5513,Battle_of_Kandahar,1 September 1880,"Kandahar, Afghanistan",Decisive British victory,"Frederick Roberts, 1st Earl Roberts","13,000 regular troops and tribesmen
32 guns[1]","10,000 troops
32 guns[1]",L,V,10000.0,,32.0,,,
5514,Battle_of_Kapyong,22–25 April 1951,"Kapyong River, South Korea",United Nations victory,Ian Bruce Ferguson,One division,One brigade,L,V,1.0,,,,,
5515,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Muhammad Shah,"55,000[4][5][6]

Hundreds of cannon & zamburaks","300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon",R,D,300000.0,2000.0,3000.0,,,
5516,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Mughal emperors,"55,000[4][5][6]

Hundreds of cannon & zamburaks","300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon",R,D,300000.0,2000.0,3000.0,,,
5517,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],"Qamar-ud-din Khan, Asif Jah I","55,000[4][5][6]

Hundreds of cannon & zamburaks","300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon",R,D,300000.0,2000.0,3000.0,,,
5518,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Saadat Ali Khan I,"55,000[4][5][6]

Hundreds of cannon & zamburaks","300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon",R,D,300000.0,2000.0,3000.0,,,
5519,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Khan Dowran VII,"55,000[4][5][6]

Hundreds of cannon & zamburaks","300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon",R,D,300000.0,2000.0,3000.0,,,
5520,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Nader Shah,"300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon","55,000[4][5][6]

Hundreds of cannon & zamburaks",L,V,55000.0,,500.0,,,
5521,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Shah,"300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon","55,000[4][5][6]

Hundreds of cannon & zamburaks",L,V,55000.0,,500.0,,,
5522,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Morteza Mirza Afshar (Nassrollah Mirza),"300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon","55,000[4][5][6]

Hundreds of cannon & zamburaks",L,V,55000.0,,500.0,,,
5523,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Tahmasp Khan Jalayer,"300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon","55,000[4][5][6]

Hundreds of cannon & zamburaks",L,V,55000.0,,500.0,,,
5524,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Fath-Ali Khan Afshar,"300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon","55,000[4][5][6]

Hundreds of cannon & zamburaks",L,V,55000.0,,500.0,,,
5525,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Heraclius II of Georgia,"300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon","55,000[4][5][6]

Hundreds of cannon & zamburaks",L,V,55000.0,,500.0,,,
5526,Battle_of_karnal,"February 24, 1739","Karnal, Punjab region, North India
29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861Coordinates: 29°43′36.5″N 77°04′00.7″E﻿ / ﻿29.726806°N 77.066861°E﻿ / 29.726806; 77.066861",Decisive Persian victory[1],Ahmad Shah Durrani,"300,000[6][7][8][9]

2,000 War Elephants
3,000 Cannon","55,000[4][5][6]

Hundreds of cannon & zamburaks",L,V,55000.0,,500.0,,,
5527,Battle_of_Karpenizi,8 August 1823,"Karpenisi, central Greece",Greek victory[1],Mustafa Pasha Bushatli,450,"10,000",R,D,10000.0,,,,,
5528,Battle_of_Karpenizi,8 August 1823,"Karpenisi, central Greece",Greek victory[1],Markos Botsaris,"10,000",450,L,V,450.0,,,,,
5529,Battle_of_Kars,17 November 1877,"Kars, Ottoman Empire",Russian victory,Mikhail Loris-Melikov,"25,000
303 guns","28,000
119 guns",L,V,28000.0,,119.0,,,
5530,Battle_of_Kars,17 November 1877,"Kars, Ottoman Empire",Russian victory,Ivan Davidovich Lazarev,"25,000
303 guns","28,000
119 guns",L,V,28000.0,,119.0,,,
5531,Battle_of_Kars,17 November 1877,"Kars, Ottoman Empire",Russian victory,Hussein Hami Pasha,"28,000
119 guns","25,000
303 guns",R,D,25000.0,,303.0,,,
5532,Battle_of_Kashii,"May 26, 1615","Kashii, near Wakayama Castle, Kii Province, Japan",Toyotomi defeat and withdrawal,Asano Nagaakira,3000,5000,L,V,5000.0,,,,,
5533,Battle_of_Kashii,"May 26, 1615","Kashii, near Wakayama Castle, Kii Province, Japan",Toyotomi defeat and withdrawal,Ōno Harunaga,5000,3000,R,D,3000.0,,,,,
5534,Battle_of_Kashii,"May 26, 1615","Kashii, near Wakayama Castle, Kii Province, Japan",Toyotomi defeat and withdrawal,Hanawa Naoyuki,5000,3000,R,D,3000.0,,,,,
5535,Battle_of_Kashii,"May 26, 1615","Kashii, near Wakayama Castle, Kii Province, Japan",Toyotomi defeat and withdrawal,Okabe Noritsuna,5000,3000,R,D,3000.0,,,,,
5536,Battle_of_Katzbach,26 August 1813,"near Liegnitz, Prussia",Prussian–Russian victory,Gebhard Leberecht von Blücher,"102,000","114,000",R,V,114000.0,,,,,
5537,Battle_of_Katzbach,26 August 1813,"near Liegnitz, Prussia",Prussian–Russian victory,Jacques MacDonald,"114,000","102,000",L,D,102000.0,,,,,
5538,Battle_of_Kauhajoki,10 August 1808,"Kauhajoki, Southern Ostrobothnia, Finland",Swedish victory,Georg Carl von Döbeln,about 2.000,about 2.000,L,V,2000.0,,,,,
5539,Battle_of_Kay,23 July 1759,"Kay, Margraviate of Brandenburg",Russian victory,Pyotr Saltykov (1698–1772),"26,000 men","41,000 men",R,V,41000.0,,,,,
5540,Battle_of_Kay,23 July 1759,"Kay, Margraviate of Brandenburg",Russian victory,Carl Heinrich von Wedel,"41,000 men","26,000 men",L,D,26000.0,,,,,
5541,Battle_of_Kay,23 July 1759,"Kay, Margraviate of Brandenburg",Russian victory,Moritz Franz Kasimir von Wobersnow,"41,000 men","26,000 men",L,D,26000.0,,,,,
5542,Battle_of_Kay,23 July 1759,"Kay, Margraviate of Brandenburg",Russian victory,Heinrich von Manteuffel,"41,000 men","26,000 men",L,D,26000.0,,,,,
5543,Battle_of_Kelbajar,"March 27–April 3, 1993","Kelbajar, region in Azerbaijan",Armenian victory,Gurgen Dalibaltayan,Unknown amount of infantry and tanks,"Several hundred troops, including the crew members of tanks and armored fighting vehicles;
Russian 128th Regiment (7th Russian Army) (involvement disputed)[3]",L,V,1.0,,,,,
5544,Battle_of_Kelbajar,"March 27–April 3, 1993","Kelbajar, region in Azerbaijan",Armenian victory,Samvel Babayan,Unknown amount of infantry and tanks,"Several hundred troops, including the crew members of tanks and armored fighting vehicles;
Russian 128th Regiment (7th Russian Army) (involvement disputed)[3]",L,V,1.0,,,,,
5545,Battle_of_Kelbajar,"March 27–April 3, 1993","Kelbajar, region in Azerbaijan",Armenian victory,Monte Melkonian,Unknown amount of infantry and tanks,"Several hundred troops, including the crew members of tanks and armored fighting vehicles;
Russian 128th Regiment (7th Russian Army) (involvement disputed)[3]",L,V,1.0,,,,,
5546,Battle_of_Kelbajar,"March 27–April 3, 1993","Kelbajar, region in Azerbaijan",Armenian victory,Surat Huseynov,"Several hundred troops, including the crew members of tanks and armored fighting vehicles;
Russian 128th Regiment (7th Russian Army) (involvement disputed)[3]",Unknown amount of infantry and tanks,R,D,1.0,,,,,
5547,Battle_of_Kelly's_Ford,"March 17, 1863 (1863-03-17)","Culpeper County, Virginia
Fauquier County, Virginia",Inconclusive[1],William W. Averell,800 [2],"2,100 [2]",L,I,2100.0,,,,,
5548,Battle_of_Kelly's_Ford,"March 17, 1863 (1863-03-17)","Culpeper County, Virginia
Fauquier County, Virginia",Inconclusive[1],Fitzhugh Lee,"2,100 [2]",800 [2],R,I,800.0,,,,,
5549,Battle_of_Kennesaw_Mountain,"June 27, 1864 (1864-06-27)","Cobb County, Georgia",Confederate victory[1],Joseph E. Johnston,"16,225[2]","17,733[2]",R,V,17733.0,,,,,
5550,Battle_of_Kennesaw_Mountain,"June 27, 1864 (1864-06-27)","Cobb County, Georgia",Confederate victory[1],William Tecumseh Sherman,"17,733[2]","16,225[2]",L,D,16225.0,,,,,
5551,Battle_of_Keren,5 February – 1 April 1941,"Eritrea
15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111Coordinates: 15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111",Allied victory,Nicolangelo Carnimeo,"13,000","23,000",R,D,23000.0,,,,,
5552,Battle_of_Keren,5 February – 1 April 1941,"Eritrea
15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111Coordinates: 15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111",Allied victory,Orlando Lorenzini,"13,000","23,000",R,D,23000.0,,,,,
5553,Battle_of_Keren,5 February – 1 April 1941,"Eritrea
15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111Coordinates: 15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111",Allied victory,William Platt,"23,000","13,000",L,V,13000.0,,,,,
5554,Battle_of_Keren,5 February – 1 April 1941,"Eritrea
15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111Coordinates: 15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111",Allied victory,Noel Beresford-Peirse,"23,000","13,000",L,V,13000.0,,,,,
5555,Battle_of_Keren,5 February – 1 April 1941,"Eritrea
15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111Coordinates: 15°46′36″N 38°27′4″E﻿ / ﻿15.77667°N 38.45111°E﻿ / 15.77667; 38.45111",Allied victory,Lewis Heath,"23,000","13,000",L,V,13000.0,,,,,
5556,Battle_of_Kernstown_I,"March 23, 1862 (1862-03-23)","Frederick County and Winchester, Virginia","Union tactical victory, Confederate strategic victory",Nathan Kimball,"2,990–4,200[1]","6,352 - 9,000[1]",L,V,7700.0,,,,,
5557,Battle_of_Kernstown_I,"March 23, 1862 (1862-03-23)","Frederick County and Winchester, Virginia","Union tactical victory, Confederate strategic victory",Stonewall Jackson,"6,352 - 9,000[1]","2,990–4,200[1]",R,D,3600.0,,,,,
5558,Battle_of_Kernstown_II,"July 24, 1864 (1864-07-24)","Frederick County, Virginia
39°08′N 78°11′W﻿ / ﻿39.13°N 78.19°W﻿ / 39.13; -78.19",Confederate victory,Jubal Early,"9,500–10,000[1]","13–14,000[2]",R,V,13500.0,,,,,
5559,Battle_of_Kernstown_II,"July 24, 1864 (1864-07-24)","Frederick County, Virginia
39°08′N 78°11′W﻿ / ﻿39.13°N 78.19°W﻿ / 39.13; -78.19",Confederate victory,George Crook,"13–14,000[2]","9,500–10,000[1]",L,D,9750.0,,,,,
5560,Battle_of_Kesselsdorf,15 December 1745,"Kesselsdorf, near Dresden, present-day Germany",Prussian victory,Frederick Augustus Rutowsky,"32,000[2]
33 field guns
additional battalion guns","35,000:

28,000 Saxons
7,000 Austrians
80 field and battalion guns[3]",R,D,35000.0,,80.0,,,
5561,Battle_of_Kesselsdorf,15 December 1745,"Kesselsdorf, near Dresden, present-day Germany",Prussian victory,"Leopold I, Prince of Anhalt-Dessau","35,000:

28,000 Saxons
7,000 Austrians
80 field and battalion guns[3]","32,000[2]
33 field guns
additional battalion guns",L,V,32000.0,,33.0,,,
5562,Battle_of_Kessler's_Cross_Lanes,"August 26, 1861 (1861-08-26)","Nicholas County, Virginia (now West Virginia)
Coordinates: 38°14′06″N 80°56′06″W﻿ / ﻿38.23500°N 80.93500°W﻿ / 38.23500; -80.93500",Confederate victory,John B. Floyd,"Approximately 1,000 men","2,000 men[1]",R,V,2000.0,,,,,
5563,Battle_of_Kessler's_Cross_Lanes,"August 26, 1861 (1861-08-26)","Nicholas County, Virginia (now West Virginia)
Coordinates: 38°14′06″N 80°56′06″W﻿ / ﻿38.23500°N 80.93500°W﻿ / 38.23500; -80.93500",Confederate victory,Erastus B. Tyler,"2,000 men[1]","Approximately 1,000 men",L,D,1000.0,,,,,
5564,Battle_of_Kettle_Creek,"February 14, 1779","near present-day Washington, Georgia
33°41′27″N 82°53′04″W﻿ / ﻿33.690796°N 82.884563°W﻿ / 33.690796; -82.884563Coordinates: 33°41′27″N 82°53′04″W﻿ / ﻿33.690796°N 82.884563°W﻿ / 33.690796; -82.884563",United States victory,John Boyd (Loyalist),340–420 militia[2],600–700 militia[2],L,D,650.0,,,,,
5565,Battle_of_Kettle_Creek,"February 14, 1779","near present-day Washington, Georgia
33°41′27″N 82°53′04″W﻿ / ﻿33.690796°N 82.884563°W﻿ / 33.690796; -82.884563Coordinates: 33°41′27″N 82°53′04″W﻿ / ﻿33.690796°N 82.884563°W﻿ / 33.690796; -82.884563",United States victory,Andrew Pickens (congressman),600–700 militia[2],340–420 militia[2],R,V,380.0,,,,,
5566,Battle_of_Kettle_Creek,"February 14, 1779","near present-day Washington, Georgia
33°41′27″N 82°53′04″W﻿ / ﻿33.690796°N 82.884563°W﻿ / 33.690796; -82.884563Coordinates: 33°41′27″N 82°53′04″W﻿ / ﻿33.690796°N 82.884563°W﻿ / 33.690796; -82.884563",United States victory,John Dooly,600–700 militia[2],340–420 militia[2],R,V,380.0,,,,,
5567,Battle_of_Kettle_Creek,"February 14, 1779","near present-day Washington, Georgia
33°41′27″N 82°53′04″W﻿ / ﻿33.690796°N 82.884563°W﻿ / 33.690796; -82.884563Coordinates: 33°41′27″N 82°53′04″W﻿ / ﻿33.690796°N 82.884563°W﻿ / 33.690796; -82.884563",United States victory,Elijah Clarke,600–700 militia[2],340–420 militia[2],R,V,380.0,,,,,
